domain_accession,n_species,species_fraction,category,domain_name,description,clan_accession,clan_id
PF04113,18,0.9,shell,Gpi16,"Gpi16 subunit, GPI transamidase component",,
PF07189,18,0.9,shell,SF3b10,Splicing factor 3B subunit 10 (SF3b10),,
PF14703,18,0.9,shell,PHM7_cyt,Cytosolic domain of 10TM putative phosphate transporter,CL0221,RRM
PF04110,18,0.9,shell,APG12,Ubiquitin-like autophagy protein Apg12 ,CL0072,Ubiquitin
PF26356,18,0.9,shell,Pelota_N,Pelota N-terminal domain,,
PF02585,18,0.9,shell,PIG-L,GlcNAc-PI de-N-acetylase,,
PF00307,18,0.9,shell,CH,Calponin homology (CH) domain,CL0188,CH
PF14608,18,0.9,shell,zf-CCCH_2,"RNA-binding, Nab2-type zinc finger",CL0537,CCCH_zf
PF09809,18,0.9,shell,MRP-L27,Mitochondrial ribosomal protein L27,,
PF01264,18,0.9,shell,Chorismate_synt,Chorismate synthase,,
PF15963,18,0.9,shell,Myb_DNA-bind_7,Myb DNA-binding like,CL0123,HTH
PF26142,18,0.9,shell,DD_DDX21-DDX50,DDX21/DDX50 dimerisation domain,,
PF08235,18,0.9,shell,LNS2,LNS2 (Lipin/Ned1/Smp2),CL0137,HAD
PF16191,18,0.9,shell,E1_4HB,Ubiquitin-activating enzyme E1 four-helix bundle,,
PF02517,18,0.9,shell,Rce1-like,Type II CAAX prenyl endopeptidase Rce1-like,CL0472,Peptidase_U
PF06331,18,0.9,shell,Tfb5,Transcription factor TFIIH complex subunit Tfb5,,
PF04791,18,0.9,shell,LMBR1,LMBR1-like membrane protein,,
PF17865,18,0.9,shell,AAA_lid_5,Midasin AAA lid domain,CL0671,AAA_lid
PF25757,18,0.9,shell,TPR_DNAAF5,"Dynein axonemal assembly factor 5-like, TPR repeats",CL0020,TPR
PF13855,18,0.9,shell,LRR_8,Leucine rich repeat,CL0022,LRR
PF02985,18,0.9,shell,HEAT,HEAT repeat,CL0020,TPR
PF16190,18,0.9,shell,E1_FCCH,Ubiquitin-activating enzyme E1 FCCH domain,CL0866,ALR_C-like
PF01128,18,0.9,shell,IspD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,CL0110,GT-A
PF01907,18,0.9,shell,Ribosomal_L37e,Ribosomal protein L37e,CL0167,Zn_Beta_Ribbon
PF12348,18,0.9,shell,CLASP_N,CLASP N terminal,CL0020,TPR
PF00584,18,0.9,shell,SecE,SecE/Sec61-gamma subunits of protein translocation complex,,
PF12352,18,0.9,shell,V-SNARE_C,Snare region anchored in the vesicle membrane C-terminus,CL0445,SNARE-fusion
PF22770,18,0.9,shell,POP1_C,POP1 C-terminal domain,CL0740,GCV_T_C
PF01715,18,0.9,shell,IPPT,IPP transferase,CL0023,P-loop_NTPase
PF03297,18,0.9,shell,Ribosomal_S25,S25 ribosomal protein,CL0123,HTH
PF02854,18,0.9,shell,MIF4G,MIF4G domain,CL0020,TPR
PF12400,18,0.9,shell,STIMATE,STIMATE family,,
PF05997,18,0.9,shell,Nop52,"Nucleolar protein,Nop52",,
PF22934,18,0.9,shell,SPRTN_ZBD,Spartan-like zinc binding domain,,
PF05990,18,0.9,shell,DUF900,Alpha/beta hydrolase of unknown function (DUF900),CL0028,AB_hydrolase
PF12422,18,0.9,shell,Condensin2nSMC,Condensin II non structural maintenance of chromosomes subunit,,
PF11923,18,0.9,shell,NFACT-C,NFACT protein C-terminal domain,,
PF22978,18,0.9,shell,HAD_Pex22,"Peroxisome biogenesis protein 22, Haloacid dehydrogenase-like domain",,
PF02320,18,0.9,shell,UCR_hinge,Ubiquinol-cytochrome C reductase hinge protein,,
PF02150,18,0.9,shell,Zn_ribbon_RPB9,RNA polymerases M/15 Kd subunit,CL0167,Zn_Beta_Ribbon
PF08152,18,0.9,shell,GUCT,GUCT (NUC152) domain,CL0221,RRM
PF16415,18,0.9,shell,CNOT1_CAF1_bind,CCR4-NOT transcription complex subunit 1 CAF1-binding domain,CL0020,TPR
PF05365,18,0.9,shell,UCR_UQCRX_QCR9,Cytochrome b-c1 complex subunit 9,,
PF03911,18,0.9,shell,Sec61_beta,Sec61beta family,,
PF24816,18,0.9,shell,Ig_CFAP65__9th,"Cilia- and flagella-associated protein 65-like, Ig-like domain",CL0159,E-set
PF28410,18,0.9,shell,Diphthami_syn_2_C,Diphthamide synthase C-terminal domain,,
PF05206,18,0.9,shell,TRM13,Methyltransferase TRM13,CL0063,NADP_Rossmann
PF11789,18,0.9,shell,zf-Nse,Zinc-finger of the MIZ type in Nse subunit,CL0229,RING
PF01200,18,0.9,shell,Ribosomal_S28e,Ribosomal protein S28e,CL0021,OB
PF19252,18,0.9,shell,HIND,HIND motif,,
PF08170,18,0.9,shell,POPLD,POPLD (NUC188) domain,,
PF12022,18,0.9,shell,COG2_C,"COG complex component, COG2, C-terminal",CL0020,TPR
PF18098,18,0.9,shell,RPN5_C,26S proteasome regulatory subunit RPN5 C-terminal domain,,
PF10557,18,0.9,shell,Cullin_Nedd8,Cullin protein neddylation domain,CL0123,HTH
PF04627,18,0.9,shell,ATP-synt_Eps,Mitochondrial ATP synthase epsilon chain,,
PF03435,18,0.9,shell,Sacchrp_dh_NADP,Saccharopine dehydrogenase NADP binding domain,CL0063,NADP_Rossmann
PF07743,18,0.9,shell,HSCB_C,HSCB C-terminal oligomerisation domain,,
PF13367,18,0.9,shell,PrsW-protease,PrsW family intramembrane metalloprotease,CL0472,Peptidase_U
PF04615,18,0.9,shell,Utp14,Utp14 protein,,
PF15001,17,0.85,shell,AP-5_subunit_s1,AP-5 complex subunit sigma-1,CL0431,PF
PF02197,17,0.85,shell,RIIa,Regulatory subunit of type II PKA R-subunit,CL0068,RIIa
PF05620,17,0.85,shell,TMEM208_SND2,SRP-independent targeting protein 2/TMEM208,,
PF04707,17,0.85,shell,PRELI,PRELI-like family,CL0209,Bet_v_1_like
PF18045,17,0.85,shell,ISP3_C,ISP3 C-terminal,CL0266,PH
PF05684,17,0.85,shell,DUF819,Protein of unknown function (DUF819),CL0064,CPA_AT
PF05427,17,0.85,shell,FIBP,Acidic fibroblast growth factor binding (FIBP) ,,
PF03568,17,0.85,shell,Separin_C,"Separin, protease domain",CL0093,Peptidase_CD
PF12451,17,0.85,shell,VPS11_C,Vacuolar protein sorting protein 11 C terminal,,
PF00425,17,0.85,shell,Chorismate_bind,chorismate binding enzyme,CL0969,Chorimate_bind
PF07975,17,0.85,shell,C1_4,TFIIH C1-like domain,CL0229,RING
PF12923,17,0.85,shell,RRP7,Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain,,
PF10235,17,0.85,shell,Cript,Microtubule-associated protein CRIPT,,
PF14446,17,0.85,shell,Prok-RING_1,Prokaryotic RING finger family 1,CL0229,RING
PF10199,17,0.85,shell,Adaptin_binding,Alpha and gamma adaptin binding protein p34,,
PF20655,17,0.85,shell,Vps52_C,"Vps52, C-terminal",CL0020,TPR
PF23529,17,0.85,shell,Microp_apicomplexa_16,Apicomplexa microprotein,,
PF13923,17,0.85,shell,zf-C3HC4_2,"Zinc finger, C3HC4 type (RING finger)",CL0229,RING
PF05424,17,0.85,shell,Duffy_binding,Duffy binding domain,CL0195,DBL
PF00560,17,0.85,shell,LRR_1,Leucine Rich Repeat,CL0022,LRR
PF03966,17,0.85,shell,Trm112p,Trm112p-like protein,CL0167,Zn_Beta_Ribbon
PF01288,17,0.85,shell,HPPK,"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)",,
PF04129,17,0.85,shell,Vps52_CC,"Vps52/Sac2 family, coiled-coil",CL0020,TPR
PF12353,17,0.85,shell,eIF3g,Eukaryotic translation initiation factor 3 subunit G ,CL0511,Retroviral_zf
PF00817,17,0.85,shell,IMS,impB/mucB/samB family,,
PF06677,17,0.85,shell,Auto_anti-p27,Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27),CL0167,Zn_Beta_Ribbon
PF02110,17,0.85,shell,HK,Hydroxyethylthiazole kinase family,CL0118,Ribokinase
PF08701,17,0.85,shell,GN3L_Grn1,GNL3L/Grn1 putative GTPase,,
PF07426,17,0.85,shell,Dynactin_p22,Dynactin subunit p22,,
PF02882,17,0.85,shell,THF_DHG_CYH_C,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",CL0063,NADP_Rossmann
PF15906,17,0.85,shell,zf-NOSIP,Zinc-finger of nitric oxide synthase-interacting protein,CL0229,RING
PF00313,17,0.85,shell,CSD,'Cold-shock' DNA-binding domain,CL0021,OB
PF04938,17,0.85,shell,SIP1,Survival motor neuron (SMN) interacting protein 1 (SIP1),,
PF13401,17,0.85,shell,AAA_22,AAA domain,CL0023,P-loop_NTPase
PF08032,17,0.85,shell,SpoU_sub_bind,RNA 2'-O ribose methyltransferase substrate binding,CL0101,PELOTA
PF22606,17,0.85,shell,Cdc6-ORC-like_ATPase_lid,"Cdc6/ORC-like, ATPase lid domain",CL0671,AAA_lid
PF08510,17,0.85,shell,PIG-P,PIG-P,,
PF12807,17,0.85,shell,eIF3_p135,Translation initiation factor eIF3 subunit 135,,
PF02581,16,0.8,shell,TMP-TENI,Thiamine monophosphate synthase,CL0036,TIM_barrel
PF12631,16,0.8,shell,MnmE_helical,MnmE helical domain,,
PF02586,16,0.8,shell,SRAP,SOS response associated peptidase (SRAP),,
PF06437,16,0.8,shell,ISN1,IMP-specific 5'-nucleotidase,CL0137,HAD
PF04135,16,0.8,shell,Nop10p,"Nucleolar RNA-binding protein, Nop10p family",CL0167,Zn_Beta_Ribbon
PF09216,16,0.8,shell,Pfg27,Pfg27,,
PF27639,16,0.8,shell,VMP1_C,Vacuole membrane protein 1 C-terminal helical domain,,
PF09742,16,0.8,shell,Dymeclin,Dyggve-Melchior-Clausen syndrome protein,CL0456,Golgi_traff
PF08014,16,0.8,shell,MATCAP,Microtubule-associated tyrosine carboxypeptidase,CL0126,Peptidase_MA
PF19035,16,0.8,shell,TSP1_CCN,CCN3 Nov like TSP1 domain,CL0692,TSP1
PF01844,16,0.8,shell,HNH,HNH endonuclease,CL0263,His-Me_finger
PF22298,16,0.8,shell,Tsr1_G-like,"Tsr1, G-like domain",CL0023,P-loop_NTPase
PF08620,16,0.8,shell,RPAP1_C,"RPAP1-like, C-terminal",,
PF23291,16,0.8,shell,KOW4_SPT5,"Transcription elongation factor SPT5, fourth KOW domain",CL0010,SH3
PF07133,16,0.8,shell,Merozoite_SPAM,Merozoite surface protein (SPAM),,
PF00805,16,0.8,shell,Pentapeptide,Pentapeptide repeats (8 copies),CL0505,Pentapeptide
PF05088,16,0.8,shell,Bac_GDH_CD,"Bacterial NAD-glutamate dehydrogenase, catalytic domain",CL0063,NADP_Rossmann
PF22717,16,0.8,shell,SNaCT10,"Short NACHT-associated C-Terminal domain, family 10",CL0806,SNaCT
PF08164,16,0.8,shell,TRAUB,"Apoptosis-antagonizing transcription factor, C-terminal",,
PF03604,16,0.8,shell,Zn_ribbon_RPAB4,"DNA directed RNA polymerase, 7 kDa subunit",CL0167,Zn_Beta_Ribbon
PF13374,16,0.8,shell,TPR_10,Tetratricopeptide repeat,CL0020,TPR
PF02373,16,0.8,shell,JmjC,"JmjC domain, hydroxylase",CL0029,Cupin
PF08524,16,0.8,shell,rRNA_processing,rRNA processing,,
PF13634,16,0.8,shell,Nucleoporin_FG,Nucleoporin FG repeat region,CL0647,FG_rpt
PF00832,16,0.8,shell,Ribosomal_L39,Ribosomal L39 protein,,
PF13424,16,0.8,shell,TPR_12,Tetratricopeptide repeat,CL0020,TPR
PF22379,16,0.8,shell,OB_MCM10,MCM10 OB-fold,CL0021,OB
PF00084,16,0.8,shell,Sushi,Sushi repeat (SCR repeat),CL0001,EGF
PF13516,16,0.8,shell,LRR_6,Leucine Rich repeat,CL0022,LRR
PF13517,16,0.8,shell,FG-GAP_3,FG-GAP-like repeat,CL0186,Beta_propeller
PF22782,16,0.8,shell,SDE2,"Splicing regulator SDE2, SDE2 domain",,
PF01663,16,0.8,shell,Phosphodiest,Type I phosphodiesterase / nucleotide pyrophosphatase,CL0088,Alk_phosphatase
PF13207,16,0.8,shell,AAA_17,AAA domain,CL0023,P-loop_NTPase
PF14532,16,0.8,shell,Sigma54_activ_2,Sigma-54 interaction domain,CL0023,P-loop_NTPase
PF24981,16,0.8,shell,Beta-prop_ATRN-LZTR1,Attractin/LZTR1 beta-propeller,CL0186,Beta_propeller
PF01569,16,0.8,shell,PAP2,PAP2 superfamily,CL0525,pap2
PF07034,16,0.8,shell,ORC3_N,Origin recognition complex (ORC) subunit 3 N-terminus,CL0023,P-loop_NTPase
PF16166,16,0.8,shell,TIC20,Chloroplast import apparatus Tic20-like,CL0902,Tic20_MamF_MmsF
PF02020,16,0.8,shell,W2,eIF4-gamma/eIF5/eIF2-epsilon,CL0020,TPR
PF05301,16,0.8,shell,Acetyltransf_16,"GNAT acetyltransferase, Mec-17",CL0257,Acetyltrans
PF00383,16,0.8,shell,dCMP_cyt_deam_1,Cytidine and deoxycytidylate deaminase zinc-binding region,CL0109,CDA
PF05493,16,0.8,shell,ATP_synt_H,ATP synthase subunit H ,,
PF01648,16,0.8,shell,ACPS,4'-phosphopantetheinyl transferase superfamily,CL0670,4PPT
PF00188,16,0.8,shell,CAP,Cysteine-rich secretory protein family,CL0659,CAP
PF16420,16,0.8,shell,ATG7_N,Ubiquitin-like modifier-activating enzyme ATG7 N-terminus,CL0909,ATG7_N
PF01301,16,0.8,shell,Glyco_hydro_35,Glycosyl hydrolases family 35,CL0036,TIM_barrel
PF09072,15,0.75,shell,TMA7,Translation machinery associated TMA7,,
PF04193,15,0.75,shell,PQ-loop,PQ loop repeat ,CL0141,MtN3-like
PF00023,15,0.75,shell,Ank,Ankyrin repeat,CL0465,Ank
PF09745,15,0.75,shell,NSRP1_N,"Nuclear speckle splicing regulatory protein 1, N-terminal",,
PF18097,15,0.75,shell,Vta1_C,Vta1 C-terminal domain,,
PF19270,15,0.75,shell,FBO_C,F-box only protein C-terminal region,,
PF21131,15,0.75,shell,eEFSec_4th,eEFSec C-terminal RIFT domain,CL0866,ALR_C-like
PF05795,15,0.75,shell,Plasmodium_Vir,Plasmodium vivax Vir protein,CL0411,Vir
PF12739,15,0.75,shell,TRAPPC-Trs85,ER-Golgi trafficking TRAPP I complex 85 kDa subunit,,
PF03939,15,0.75,shell,Ribosomal_L23eN,"Ribosomal protein L23, N-terminal domain",,
PF01448,15,0.75,shell,ELM2,ELM2 domain,,
PF10699,15,0.75,shell,HAP2-GCS1,Male gamete fusion factor,,
PF06747,15,0.75,shell,CHCH,CHCH domain,CL0351,CHCH
PF10447,15,0.75,shell,EXOSC1,Exosome component EXOSC1/CSL4,CL0021,OB
PF05020,15,0.75,shell,zf-NPL4,"NPL4 family, putative zinc binding region",,
PF08625,15,0.75,shell,Utp13,Utp13 specific WD40 associated domain,,
PF14327,15,0.75,shell,CSTF2_hinge,Hinge domain of cleavage stimulation factor subunit 2,,
PF21166,15,0.75,shell,LSM12_LSM,"LSM12, LSM domain",CL0986,Sm-like
PF03364,15,0.75,shell,Polyketide_cyc,Polyketide cyclase / dehydrase and lipid transport,CL0209,Bet_v_1_like
PF00651,15,0.75,shell,BTB,BTB/POZ domain,CL0033,POZ
PF08571,15,0.75,shell,Yos1,Yos1-like,,
PF00641,15,0.75,shell,Zn_ribbon_RanBP,Zn-finger in Ran binding protein and others,CL0167,Zn_Beta_Ribbon
PF08507,15,0.75,shell,COPI_assoc,COPI associated protein,,
PF04893,15,0.75,shell,Yip1,Yip1 domain,CL0112,Yip1
PF21590,14,0.7,shell,AP5B1_C,"AP5B1, C-terminal",CL0545,APCOP-app_sub
PF01369,14,0.7,shell,Sec7,Sec7 domain,,
PF02140,14,0.7,shell,SUEL_Lectin,D-galactoside/L-rhamnose binding SUEL lectin domain,CL0881,SUEL-RBL_sf
PF12814,14,0.7,shell,Mcp5_PH,Meiotic cell cortex C-terminal pleckstrin homology,CL0266,PH
PF00115,14,0.7,shell,COX1,Cytochrome C and Quinol oxidase polypeptide I,CL0714,COX1-like
PF18515,14,0.7,shell,Rh5,Rh5 coiled-coil domain,,
PF22493,14,0.7,shell,PUF_NOP9,NOP9-like PUF repeat domain,CL0020,TPR
PF00570,14,0.7,shell,HRDC,HRDC domain,CL0426,HRDC-like
PF09329,14,0.7,shell,zf-primase,Primase zinc finger,,
PF15786,14,0.7,shell,PET117,"PET assembly of cytochrome c oxidase, mitochondrial",,
PF24901,14,0.7,shell,WHD_MCM7,"DNA replication licensing factor MCM7, winged helix",CL0123,HTH
PF09468,14,0.7,shell,RNase_H2-Ydr279,Ydr279p protein family (RNase H2 complex component) wHTH domain,CL0123,HTH
PF23356,14,0.7,shell,TPR_PEP5_VPS11,PEP5/VPS11 Clathrin repeat,CL0020,TPR
PF05162,14,0.7,shell,Ribosomal_L41,Ribosomal protein L41,CL0652,S24e_L23_L15e
PF08659,14,0.7,shell,KR,KR domain,CL0063,NADP_Rossmann
PF04858,14,0.7,shell,TH1,TH1 protein,,
PF09756,14,0.7,shell,DDRGK,DDRGK domain,CL0123,HTH
PF04756,14,0.7,shell,OST3_OST6,"OST3 / OST6 family, transporter family",CL0172,Thioredoxin
PF21292,14,0.7,shell,EME1-MUS81_C,"EME1/MUS81, C-terminal",CL0198,HHH
PF04758,14,0.7,shell,Ribosomal_S30,Ribosomal protein S30,,
PF08729,14,0.7,shell,HUN,HPC2 and ubinuclein domain,,
PF05008,14,0.7,shell,V-SNARE,Vesicle transport v-SNARE protein N-terminus,CL0445,SNARE-fusion
PF11977,14,0.7,shell,RNase_Zc3h12a,Zc3h12a-like Ribonuclease NYN domain,CL0280,PIN
PF05708,14,0.7,shell,Peptidase_C92,"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family",CL0125,Peptidase_CA
PF12879,14,0.7,shell,SICA_C,SICA C-terminal inner membrane domain ,,
PF07529,13,0.65,shell,HSA,HSA domain,,
PF05486,13,0.65,shell,SRP9-21,Signal recognition particle 9 kDa protein (SRP9),CL0623,SRP9_14
PF11675,13,0.65,shell,DUF3271,Protein of unknown function (DUF3271),,
PF01329,13,0.65,shell,Pterin_4a,Pterin 4 alpha carbinolamine dehydratase,,
PF16589,13,0.65,shell,BRCT_2,BRCT domain,CL0459,BRCT-like
PF10639,13,0.65,shell,TMEM234,Putative transmembrane family 234,CL0184,DMT
PF01394,13,0.65,shell,Clathrin_propel,Clathrin propeller repeat,CL0186,Beta_propeller
PF10672,13,0.65,shell,Methyltrans_SAM,S-adenosylmethionine-dependent methyltransferase,CL0063,NADP_Rossmann
PF04935,13,0.65,shell,SURF6,Surfeit locus protein 6,,
PF17815,13,0.65,shell,PDZ_3,PDZ domain,CL0466,PDZ-like
PF24987,13,0.65,shell,HEAT_EF3_N,EF3 N-terminal HEAT repeat,CL0020,TPR
PF00033,13,0.65,shell,Cytochrome_B,Cytochrome b/b6/petB,CL0328,2heme_cytochrom
PF16004,13,0.65,shell,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component N-terminus,,
PF17986,13,0.65,shell,EKAL,EMP3-KAHRP-like N-terminal domain,,
PF03105,13,0.65,shell,SPX,SPX domain,,
PF16078,13,0.65,shell,2-oxogl_dehyd_N,2-oxoglutarate dehydrogenase N-terminus,,
PF13812,13,0.65,shell,PPR_3,Pentatricopeptide repeat domain,CL0020,TPR
PF08285,13,0.65,shell,DPM3,Dolichol-phosphate mannosyltransferase subunit 3 (DPM3),,
PF10213,13,0.65,shell,MRP-S28,Mitochondrial ribosomal subunit protein ,CL0337,RF
PF08506,12,0.6,shell,Cse1,Cse1,CL0020,TPR
PF09341,12,0.6,shell,Pcc1,Transcription factor Pcc1,,
PF17406,12,0.6,shell,Nrap_D5,Nrap protein PAP/OAS1-like domain 5,,
PF00510,12,0.6,shell,COX3,Cytochrome c oxidase subunit III,,
PF04281,12,0.6,shell,Tom22,Mitochondrial import receptor subunit Tom22 ,,
PF00051,12,0.6,shell,Kringle,Kringle domain,CL0602,Kringle
PF01938,12,0.6,shell,TRAM,TRAM domain,CL0021,OB
PF14632,12,0.6,shell,SPT6_acidic,Acidic N-terminal SPT6,,
PF06012,12,0.6,shell,DUF908,Domain of Unknown Function (DUF908),,
PF13405,12,0.6,shell,EF-hand_6,EF-hand domain,CL0220,EF_hand
PF22191,12,0.6,shell,IBR_1,IBR domain,CL0229,RING
PF21581,12,0.6,shell,SCD,Stromalin conservative domain,CL0020,TPR
PF21041,12,0.6,shell,XMAP215_CLASP_TOG,"XMAP215/Dis1/CLASP, TOG domain",CL0020,TPR
PF09802,12,0.6,shell,Sec66,Preprotein translocase subunit Sec66,,
PF07819,12,0.6,shell,PGAP1,PGAP1-like alpha/beta domain,CL0028,AB_hydrolase
PF02940,12,0.6,shell,mRNA_triPase,"mRNA capping enzyme, beta chain",CL0273,CYTH
PF00032,12,0.6,shell,Cytochrom_B_C,Cytochrome b(C-terminal)/b6/petD,,
PF02906,12,0.6,shell,Fe_hyd_lg_C,"Iron only hydrogenase large subunit, C-terminal domain",,
PF08553,12,0.6,shell,VID27,VID27 C-terminal WD40-like domain,CL0186,Beta_propeller
PF15678,11,0.55,shell,SPICE,Centriole duplication and mitotic chromosome congression,,
PF13180,11,0.55,shell,PDZ_2,PDZ domain,CL0466,PDZ-like
PF17780,11,0.55,shell,OCRE,OCRE domain,,
PF05189,11,0.55,shell,RTC_insert,"RNA 3'-terminal phosphate cyclase (RTC), insert domain",,
PF07719,11,0.55,shell,TPR_2,Tetratricopeptide repeat,CL0020,TPR
PF05502,11,0.55,shell,Dynactin_p62,Dynactin p62 family,,
PF23284,11,0.55,shell,KOW2_Spt5,"Transcription elongation factor SPT5, second KOW domain",CL0010,SH3
PF13174,11,0.55,shell,TPR_6,Tetratricopeptide repeat,CL0020,TPR
PF00444,11,0.55,shell,Ribosomal_L36,Ribosomal protein L36,,
PF21436,11,0.55,shell,STT3-PglB_core,STT3/PglB/AglB core domain,CL0801,OST_core
PF12234,11,0.55,shell,Rav1p_C,RAVE protein 1 C terminal,,
PF13899,11,0.55,shell,Thioredoxin_7,Thioredoxin-like,CL0172,Thioredoxin
PF00043,11,0.55,shell,GST_C,"Glutathione S-transferase, C-terminal domain",CL0497,GST_C
PF00194,10,0.5,shell,Carb_anhydrase,Eukaryotic-type carbonic anhydrase,,
PF23513,10,0.5,shell,Microp_apicomplexa_9,Apicomplexa microprotein,,
PF23381,10,0.5,shell,Beta-prop_IFT122_1st,IFT122 first beta-propeller,CL0186,Beta_propeller
PF22544,10,0.5,shell,HYDIN_VesB_CFA65-like_Ig,"HYDIN/CFA65/VesB-like, Ig-like domain",CL0159,E-set
PF08312,10,0.5,shell,cwf21,cwf21 domain,,
PF26291,10,0.5,shell,SWIB_eIF2D,"eIF2D, SWIB domain",CL0906,SWIB
PF08207,10,0.5,shell,EFP_N,Elongation factor P (EF-P) KOW-like domain,CL0010,SH3
PF00246,10,0.5,shell,Peptidase_M14,Zinc carboxypeptidase,CL0865,ZnExoPePases
PF07542,10,0.5,shell,ATP12,ATP12 chaperone protein,,
PF00275,10,0.5,shell,EPSP_synthase,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),CL0290,EPT_RTPC
PF03398,10,0.5,shell,Ist1,Regulator of Vps4 activity in the MVB pathway,CL0235,PspA
PF07928,10,0.5,shell,Vps54,Vps54-like protein,,
PF04774,10,0.5,shell,HABP4_PAI-RBP1,Hyaluronan / mRNA binding family,,
PF16092,10,0.5,shell,CFAP61_N,"Cilia- and flagella-associated protein 61, N-terminal domain",CL0257,Acetyltrans
PF13833,10,0.5,shell,EF-hand_8,EF-hand domain pair,CL0220,EF_hand
PF01443,10,0.5,shell,Viral_helicase1,Viral superfamily 1 RNA helicase core domain,CL0023,P-loop_NTPase
PF06827,10,0.5,shell,zf-FPG_IleRS,Zinc finger found in FPG and IleRS,CL0839,Tbcl_zf
PF05698,10,0.5,shell,Trigger_C,Bacterial trigger factor protein (TF) C-terminus,CL0262,Trigger_C
PF13041,10,0.5,shell,PPR_2,PPR repeat family ,CL0020,TPR
PF05251,10,0.5,shell,Ost5,Oligosaccharyltransferase subunit 5,,
PF02434,10,0.5,shell,Fringe,Fringe-like,CL0110,GT-A
PF16969,10,0.5,shell,SRP68,RNA-binding signal recognition particle 68,,
PF00571,10,0.5,shell,CBS,CBS domain,,
PF07160,10,0.5,shell,SKA1,Spindle and kinetochore-associated protein 1 ,CL0123,HTH
PF00646,10,0.5,shell,F-box,F-box domain,CL0271,F-box
PF14807,10,0.5,shell,AP4E_app_platf,Adaptin AP4 complex epsilon appendage platform,CL0545,APCOP-app_sub
PF13857,9,0.45,shell,Ank_5,Ankyrin repeats (many copies),CL0465,Ank
PF18151,9,0.45,shell,DUF5601,Domain of unknown function (DUF5601),,
PF14559,9,0.45,shell,TPR_19,Tetratricopeptide repeat,CL0020,TPR
PF23276,9,0.45,shell,TPR_24,Pentatricopeptide repeat-containing protein,CL0020,TPR
PF22421,9,0.45,shell,SYY_C-terminal,Tyrosine--tRNA ligase SYY-like C-terminal domain,CL0492,S4
PF13422,9,0.45,shell,DUF4110,Domain of unknown function (DUF4110),,
PF13245,9,0.45,shell,AAA_19,AAA domain,CL0023,P-loop_NTPase
PF00595,9,0.45,shell,PDZ,PDZ domain,CL0466,PDZ-like
PF03121,9,0.45,shell,Herpes_UL52,Herpesviridae UL52/UL70 DNA primase,,
PF00652,9,0.45,shell,Ricin_B_lectin,Ricin-type beta-trefoil lectin domain,CL0066,Trefoil
PF01852,9,0.45,shell,START,START domain,CL0209,Bet_v_1_like
PF01469,9,0.45,shell,Pentapeptide_2,Pentapeptide repeats (8 copies),CL0505,Pentapeptide
PF09190,9,0.45,shell,DALR_2,DALR domain,CL0258,DALR
PF22956,9,0.45,shell,PIK3R4-like_middle,"PIK3R4-like, middle domain",CL0020,TPR
PF24984,9,0.45,shell,HEAT_EF3_GNC1,Elongation factor 3/GNC1 HEAT repeat,CL0020,TPR
PF25790,9,0.45,shell,BCD1,BCD1 domain,CL0951,Cns1_TTC4-like
PF06148,9,0.45,shell,COG2_N,COG2 N-terminal,CL0020,TPR
PF09597,9,0.45,shell,SAM_Ribosomal_mS41,Small ribosomal subunit protein mS41 SAM domain,CL0003,SAM
PF09753,9,0.45,shell,Use1,Membrane fusion protein Use1,,
PF08713,9,0.45,shell,DNA_alkylation,DNA alkylation repair enzyme,CL0020,TPR
PF01391,9,0.45,shell,Collagen,Collagen triple helix repeat (20 copies),,
PF12895,8,0.4,shell,ANAPC3,"Anaphase-promoting complex, cyclosome, subunit 3",CL0020,TPR
PF06025,8,0.4,shell,DUF913,Domain of Unknown Function (DUF913),,
PF05047,8,0.4,shell,L51_S25_CI-B8,Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain ,CL0172,Thioredoxin
PF13863,8,0.4,shell,DUF4200,Domain of unknown function (DUF4200),,
PF16830,8,0.4,shell,NBD94,Nucleotide-Binding Domain 94 of RH,,
PF13638,8,0.4,shell,PIN_4,PIN domain,CL0280,PIN
PF10510,8,0.4,shell,PIG-S,Phosphatidylinositol-glycan biosynthesis class S protein,,
PF20638,8,0.4,shell,ATG5_UblA,"Autophagy protein ATG5, UblA domain",CL0072,Ubiquitin
PF00107,8,0.4,shell,ADH_zinc_N,Zinc-binding dehydrogenase,CL0063,NADP_Rossmann
PF09794,8,0.4,shell,Avl9,Transport protein Avl9,CL0330,AVL9
PF08240,8,0.4,shell,ADH_N,Alcohol dehydrogenase GroES-like domain,CL0296,GroES
PF07896,8,0.4,shell,DUF1674,Protein of unknown function (DUF1674),,
PF12047,8,0.4,shell,DNMT1-RFD,Cytosine specific DNA methyltransferase replication foci domain,,
PF05001,7,0.35,shell,RNA_pol_Rpb1_R,RNA polymerase Rpb1 C-terminal repeat ,,
