domain_accession,n_proteins,n_instances,n_species,n_clades,n_reviewed_carriers,species_list,n_unreviewed_carriers,reviewed_fraction,pct_of_proteome,instances_per_carrier,domain_name,description,clan_accession,clan_id
PF05088,18,18,16,7,0,Plasmodium berghei; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Bac_GDH_CD,"Bacterial NAD-glutamate dehydrogenase, catalytic domain",CL0063,NADP_Rossmann
PF02882,18,18,17,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,THF_DHG_CYH_C,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",CL0063,NADP_Rossmann
PF13207,18,18,16,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,AAA_17,AAA domain,CL0023,P-loop_NTPase
PF13812,18,18,13,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium yoelii,18,0.0,0.014,1.0,PPR_3,Pentatricopeptide repeat domain,CL0020,TPR
PF08510,18,18,17,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,PIG-P,PIG-P,,
PF04135,18,18,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Nop10p,"Nucleolar RNA-binding protein, Nop10p family",CL0167,Zn_Beta_Ribbon
PF04129,18,18,17,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Vps52_CC,"Vps52/Sac2 family, coiled-coil",CL0020,TPR
PF05620,18,18,17,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,TMEM208_SND2,SRP-independent targeting protein 2/TMEM208,,
PF04113,18,18,18,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Gpi16,"Gpi16 subunit, GPI transamidase component",,
PF03966,18,18,17,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Trm112p,Trm112p-like protein,CL0167,Zn_Beta_Ribbon
PF01648,18,18,16,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,ACPS,4'-phosphopantetheinyl transferase superfamily,CL0670,4PPT
PF20655,18,18,17,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Vps52_C,"Vps52, C-terminal",CL0020,TPR
PF04110,18,18,18,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,18,0.0,0.014,1.0,APG12,Ubiquitin-like autophagy protein Apg12 ,CL0072,Ubiquitin
PF08014,18,18,16,6,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,MATCAP,Microtubule-associated tyrosine carboxypeptidase,CL0126,Peptidase_MA
PF10557,18,18,18,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Cullin_Nedd8,Cullin protein neddylation domain,CL0123,HTH
PF13517,18,18,16,6,2,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.1111,0.014,1.0,FG-GAP_3,FG-GAP-like repeat,CL0186,Beta_propeller
PF02110,18,18,17,7,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,HK,Hydroxyethylthiazole kinase family,CL0118,Ribokinase
PF03297,18,18,18,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Ribosomal_S25,S25 ribosomal protein,CL0123,HTH
PF08032,18,18,17,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,SpoU_sub_bind,RNA 2'-O ribose methyltransferase substrate binding,CL0101,PELOTA
PF27639,18,18,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,VMP1_C,Vacuole membrane protein 1 C-terminal helical domain,,
PF23529,18,18,17,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Microp_apicomplexa_16,Apicomplexa microprotein,,
PF12631,18,18,16,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,MnmE_helical,MnmE helical domain,,
PF18045,18,18,17,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,ISP3_C,ISP3 C-terminal,CL0266,PH
PF10199,18,18,17,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,18,0.0,0.014,1.0,Adaptin_binding,Alpha and gamma adaptin binding protein p34,,
PF10235,17,17,17,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,Cript,Microtubule-associated protein CRIPT,,
PF01569,17,17,16,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,17,0.0,0.013,1.0,PAP2,PAP2 superfamily,CL0525,pap2
PF00651,17,17,15,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,BTB,BTB/POZ domain,CL0033,POZ
PF22379,17,17,16,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,OB_MCM10,MCM10 OB-fold,CL0021,OB
PF05301,17,17,16,6,3,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,14,0.1765,0.013,1.0,Acetyltransf_16,"GNAT acetyltransferase, Mec-17",CL0257,Acetyltrans
PF23291,17,17,16,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,KOW4_SPT5,"Transcription elongation factor SPT5, fourth KOW domain",CL0010,SH3
PF13374,17,17,16,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,17,0.0,0.013,1.0,TPR_10,Tetratricopeptide repeat,CL0020,TPR
PF15906,17,17,17,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,zf-NOSIP,Zinc-finger of nitric oxide synthase-interacting protein,CL0229,RING
PF01663,17,17,16,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,Phosphodiest,Type I phosphodiesterase / nucleotide pyrophosphatase,CL0088,Alk_phosphatase
PF08524,17,17,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,17,0.0,0.013,1.0,rRNA_processing,rRNA processing,,
PF00313,17,17,17,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,17,0.0,0.013,1.0,CSD,'Cold-shock' DNA-binding domain,CL0021,OB
PF22782,17,17,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,SDE2,"Splicing regulator SDE2, SDE2 domain",,
PF19270,17,17,15,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,17,0.0,0.013,1.0,FBO_C,F-box only protein C-terminal region,,
PF08625,17,17,15,6,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,Utp13,Utp13 specific WD40 associated domain,,
PF14532,17,17,16,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,17,0.0,0.013,1.0,Sigma54_activ_2,Sigma-54 interaction domain,CL0023,P-loop_NTPase
PF13857,17,17,9,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium falciparum; Plasmodium gaboni; Plasmodium malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,Ank_5,Ankyrin repeats (many copies),CL0465,Ank
PF03604,17,17,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,17,0.0,0.013,1.0,Zn_ribbon_RPAB4,"DNA directed RNA polymerase, 7 kDa subunit",CL0167,Zn_Beta_Ribbon
PF01844,17,17,16,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,17,0.0,0.013,1.0,HNH,HNH endonuclease,CL0263,His-Me_finger
PF02581,17,17,16,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,17,0.0,0.013,1.0,TMP-TENI,Thiamine monophosphate synthase,CL0036,TIM_barrel
PF02020,17,17,16,5,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,W2,eIF4-gamma/eIF5/eIF2-epsilon,CL0020,TPR
PF19035,17,17,16,7,0,Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,TSP1_CCN,CCN3 Nov like TSP1 domain,CL0692,TSP1
PF02373,17,17,16,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,17,0.0,0.013,1.0,JmjC,"JmjC domain, hydroxylase",CL0029,Cupin
PF08620,17,17,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,17,0.0,0.013,1.0,RPAP1_C,"RPAP1-like, C-terminal",,
PF05493,16,16,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri,16,0.0,0.012,1.0,ATP_synt_H,ATP synthase subunit H ,,
PF00832,16,16,16,7,0,Plasmodium berghei; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium yoelii,16,0.0,0.012,1.0,Ribosomal_L39,Ribosomal L39 protein,,
PF01469,16,16,9,4,0,Plasmodium brasilianum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,Pentapeptide_2,Pentapeptide repeats (8 copies),CL0505,Pentapeptide
PF13405,16,16,12,6,1,Plasmodium brasilianum; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,15,0.0625,0.012,1.0,EF-hand_6,EF-hand domain,CL0220,EF_hand
PF07034,16,16,16,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,16,0.0,0.012,1.0,ORC3_N,Origin recognition complex (ORC) subunit 3 N-terminus,CL0023,P-loop_NTPase
PF03939,16,16,15,7,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax,16,0.0,0.012,1.0,Ribosomal_L23eN,"Ribosomal protein L23, N-terminal domain",,
PF08507,16,16,15,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,16,0.0,0.012,1.0,COPI_assoc,COPI associated protein,,
PF21166,16,16,15,4,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,LSM12_LSM,"LSM12, LSM domain",CL0986,Sm-like
PF16830,16,16,8,4,1,Plasmodium berghei; Plasmodium chabaudi; Plasmodium cynomolgi; Plasmodium inui; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,15,0.0625,0.012,1.0,NBD94,Nucleotide-Binding Domain 94 of RH,,
PF01301,16,16,16,6,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,16,0.0,0.012,1.0,Glyco_hydro_35,Glycosyl hydrolases family 35,CL0036,TIM_barrel
PF00188,16,16,16,6,0,Plasmodium brasilianum; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax,16,0.0,0.012,1.0,CAP,Cysteine-rich secretory protein family,CL0659,CAP
