domain_a,domain_b,n_AB,n_A,n_B,N,expected_AB,jaccard,lift,pmi_log2,fisher_p,obligate_pair,same_clan,clan_a,clan_b,q_value,significant_q05,headline_eligible,name_a,name_b
PF04969,PF05002,20,193,21,76215,0.053,0.1031,376.092,8.555,8.912138804251076e-52,False,False,CL0190,,1.2826024857068564e-51,True,True,CS,SGS
PF13246,PF16209,57,136,85,76215,0.152,0.3476,375.801,8.554,4.898172672241841e-141,False,False,CL0137,,3.78358848253783e-140,True,True,Cation_ATPase,PhoLip_ATPase_N
PF03815,PF07691,26,109,49,76215,0.07,0.197,371.015,8.535,2.441892458406307e-62,False,False,CL0513,CL0301,4.053755682047313e-62,True,True,LCCL,PA14
PF01602,PF14807,10,189,11,76215,0.027,0.0526,366.595,8.518,7.581471611450182e-26,False,False,CL0020,CL0545,8.572328618174441e-26,True,True,Adaptin_N,AP4E_app_platf
PF00211,PF16212,40,75,111,76215,0.109,0.274,366.198,8.516,3.1210967316890494e-96,False,False,CL0276,CL0137,1.5803814219990706e-95,True,True,Guanylate_cyc,PhoLip_ATPase_C
PF03810,PF08389,22,102,45,76215,0.06,0.176,365.301,8.513,2.1337162622966393e-52,False,True,CL0020,CL0020,3.0883808997295524e-52,True,False,IBN_N,Xpo1
PF15447,PF18562,146,185,165,76215,0.401,0.7157,364.534,8.51,0.0,False,False,,,0.0,True,True,NTS,CIDR1_gamma
PF02493,PF09794,9,210,9,76215,0.025,0.0429,362.929,8.504,7.697309998525297e-24,False,False,CL0251,CL0330,8.600536780640074e-24,True,True,MORN,Avl9
PF07728,PF18199,41,62,139,76215,0.113,0.2562,362.592,8.502,1.2684964040087707e-99,False,False,CL0023,,6.554619643922453e-99,True,True,AAA_5,Dynein_C
PF03011,PF18562,165,211,165,76215,0.457,0.782,361.209,8.497,0.0,False,False,CL0195,,0.0,True,True,PFEMP,CIDR1_gamma
PF12706,PF23023,19,68,59,76215,0.053,0.1759,360.938,8.496,9.710116638142525e-45,False,True,CL0381,CL0381,1.2850626389989319e-44,True,False,Lactamase_B_2,Anti-Pycsar_Apyc1
PF07728,PF18198,41,62,140,76215,0.114,0.2547,360.002,8.492,1.7933499407869749e-99,False,False,CL0023,CL0671,9.235142212079864e-99,True,True,AAA_5,AAA_lid_11
PF03011,PF21807,52,211,53,76215,0.147,0.2453,354.393,8.469,5.550961914161576e-135,False,False,CL0195,,3.8908131194632527e-134,True,True,PFEMP,PfEMP1_CIDRalpha1_dom
PF01096,PF08711,22,73,65,76215,0.062,0.1897,353.368,8.465,1.344478850255527e-51,False,False,CL0167,,1.933087349750112e-51,True,True,Zn_ribbon_TFIIS,Med26
PF00152,PF01336,72,133,119,76215,0.208,0.4,346.716,8.438,3.198538929629859e-176,False,False,CL0040,CL0021,3.5607264260732397e-175,True,True,tRNA-synt_2,tRNA_anti-codon
PF05175,PF17785,8,29,61,76215,0.023,0.0976,344.669,8.429,4.420289044140541e-19,False,False,CL0063,CL0178,4.746324548105517e-19,True,True,MTS,PUA_3
PF00628,PF13832,15,68,49,76215,0.044,0.1471,343.105,8.423,5.264204093647708e-35,False,True,CL0229,CL0229,6.386221953351466e-35,True,False,PHD,zf-HC5HC2H_2
PF03011,PF15447,175,211,185,76215,0.512,0.7919,341.684,8.417,0.0,False,False,CL0195,,0.0,True,True,PFEMP,NTS
PF18562,PF22672,165,165,225,76215,0.487,0.7333,338.733,8.404,0.0,False,False,,CL0195,0.0,True,True,CIDR1_gamma,DBL_C
PF11145,PF13639,22,22,228,76215,0.066,0.0965,334.276,8.385,1.0386337216623911e-56,False,False,CL0141,CL0229,1.5724914545968602e-56,True,True,DUF2921,zf-RING_2
PF13639,PF25563,22,228,22,76215,0.066,0.0965,334.276,8.385,1.0386337216623911e-56,False,False,CL0229,CL0020,1.5724914545968602e-56,True,True,zf-RING_2,TPR_SYVN1_N
PF03144,PF03764,65,165,90,76215,0.195,0.3421,333.601,8.382,3.1220649752553933e-158,False,False,CL0866,CL0329,2.9728341965639406e-157,True,True,GTP_EFTU_D2,EFG_IV
PF21807,PF22672,52,53,225,76215,0.156,0.2301,332.342,8.377,2.4978046966359256e-133,False,False,,CL0195,1.726792835939174e-132,True,True,PfEMP1_CIDRalpha1_dom,DBL_C
PF13174,PF13181,9,12,172,76215,0.027,0.0514,332.333,8.376,2.685808534354438e-22,False,True,CL0020,CL0020,2.9616271820922207e-22,True,False,TPR_6,TPR_8
PF03950,PF21972,5,43,27,76215,0.015,0.0769,328.23,8.359,3.593726370317568e-12,False,False,CL0733,CL0497,3.6862477809354994e-12,True,True,tRNA-synt_1c_C,Arc1p_N_like
PF20974,PF21972,5,43,27,76215,0.015,0.0769,328.23,8.359,3.593726370317568e-12,False,False,CL0733,CL0497,3.6862477809354994e-12,True,True,tRNA-synt_1c_C2,Arc1p_N_like
PF00628,PF13771,14,68,48,76215,0.043,0.1373,326.903,8.353,2.2733003951042783e-32,False,True,CL0229,CL0229,2.6952050103272335e-32,True,False,PHD,zf-HC5HC2H
PF15447,PF22672,178,185,225,76215,0.546,0.7672,325.916,8.348,0.0,False,False,,CL0195,0.0,True,True,NTS,DBL_C
PF02213,PF08662,18,63,67,76215,0.055,0.1607,325.011,8.344,2.009829539589066e-41,False,False,CL0673,CL0186,2.614159727609833e-41,True,True,GYF,eIF2A
PF13422,PF24681,11,11,236,76215,0.034,0.0466,322.945,8.335,1.9822229332304657e-28,False,False,,CL0186,2.289157529298951e-28,True,True,DUF4110,Kelch_KLHDC2_KLHL20_DRC7
PF07646,PF24681,5,5,236,76215,0.015,0.0212,322.945,8.335,2.728313944221124e-13,False,True,CL0186,CL0186,2.817644823704489e-13,True,False,Kelch_2,Kelch_KLHDC2_KLHL20_DRC7
PF18562,PF21807,37,165,53,76215,0.115,0.2044,322.465,8.333,4.749416942866402e-88,False,False,,,2.1855979487841135e-87,True,True,CIDR1_gamma,PfEMP1_CIDRalpha1_dom
PF03011,PF22672,200,211,225,76215,0.623,0.8475,321.074,8.327,0.0,False,True,CL0195,CL0195,0.0,True,False,PFEMP,DBL_C
PF01336,PF16900,22,119,44,76215,0.069,0.156,320.231,8.323,4.6872669083817816e-51,False,True,CL0021,CL0021,6.701154012549591e-51,True,False,tRNA_anti-codon,REPA_OB_2
PF13639,PF26753,20,228,21,76215,0.063,0.0873,318.358,8.315,2.9333555806958653e-50,False,False,CL0229,,4.1351027459716387e-50,True,True,zf-RING_2,SIS3_N
PF00176,PF20600,20,240,20,76215,0.063,0.0833,317.562,8.311,4.0829386089530766e-51,False,False,CL0023,,5.842692867632285e-51,True,True,SNF2-rel_dom,ExoX-like_C
PF00176,PF14446,19,240,19,76215,0.06,0.0792,317.562,8.311,1.4077085531574137e-48,False,False,CL0023,CL0229,1.9410480414210604e-48,True,True,SNF2-rel_dom,Prok-RING_1
PF00575,PF03876,19,83,55,76215,0.06,0.1597,317.215,8.309,1.480682037951401e-43,False,False,CL0021,CL0319,1.939232357662994e-43,True,True,S1,SHS2_Rpb7-N
PF00160,PF08231,20,242,20,76215,0.064,0.0826,314.938,8.299,4.8535556143524763e-51,False,False,CL0475,,6.932342641631745e-51,True,True,Pro_isomerase,SYF2
PF01336,PF08646,22,119,45,76215,0.07,0.1549,313.115,8.291,9.159569583226519e-51,False,True,CL0021,CL0021,1.3045708700851316e-50,True,False,tRNA_anti-codon,Rep_fac-A_C
PF00122,PF00702,24,158,37,76215,0.077,0.1404,312.891,8.29,2.2042264792182406e-56,False,False,,CL0137,3.3239032764306936e-56,True,True,E1-E2_ATPase,Hydrolase
PF00350,PF12763,22,118,46,76215,0.071,0.1549,308.904,8.271,1.4297106391577739e-50,False,False,CL0023,CL0220,2.0286615817102808e-50,True,True,Dynamin_N,EH
PF00498,PF13445,19,107,44,76215,0.062,0.1439,307.58,8.265,1.583127992584158e-43,False,False,CL0357,CL0229,2.071612602223349e-43,True,True,FHA,zf-RING_UBOX
PF00789,PF02099,9,52,43,76215,0.029,0.1047,306.769,8.261,8.532187413063394e-21,False,False,CL0072,CL0125,9.279979700702571e-21,True,True,UBX,Josephin
PF00415,PF13540,71,116,153,76215,0.233,0.3586,304.894,8.252,3.28868943445549e-168,False,True,CL0186,CL0186,3.506391411102544e-167,True,False,RCC1,RCC1_2
PF03764,PF22042,25,90,70,76215,0.083,0.1852,302.44,8.241,1.000481504312025e-56,False,False,CL0329,CL0866,1.517764526581569e-56,True,True,EFG_IV,EF-G_D2
PF00476,PF01612,22,44,126,76215,0.073,0.1486,302.44,8.241,1.8593423141323811e-50,False,False,,CL0219,2.6333435580883303e-50,True,True,DNA_pol_A,DNA_pol_A_exo1
PF00176,PF01844,16,240,17,76215,0.054,0.0664,298.882,8.223,9.521015731265192e-40,False,False,CL0023,CL0263,1.214390717534583e-39,True,True,SNF2-rel_dom,HNH
PF00587,PF07973,23,132,45,76215,0.078,0.1494,295.109,8.205,1.6031204637974168e-52,False,False,CL0040,CL0094,2.3226070642959704e-52,True,True,tRNA-synt_2b,tRNA_SAD
PF09716,PF11567,23,259,23,76215,0.078,0.0888,294.266,8.201,6.0719018182911956e-58,False,False,,,9.304513515073754e-58,True,True,ETRAMP,PfUIS3
PF13246,PF16212,58,136,111,76215,0.198,0.3069,292.824,8.194,3.8140165461153734e-134,False,True,CL0137,CL0137,2.648816995788383e-133,True,False,Cation_ATPase,PhoLip_ATPase_C
PF00515,PF13181,21,32,172,76215,0.072,0.1148,290.791,8.184,9.40609716620694e-49,False,True,CL0020,CL0020,1.3053007433214763e-48,True,False,TPR_1,TPR_8
PF01399,PF22037,16,191,22,76215,0.055,0.0812,290.205,8.181,9.35827360171493e-38,False,False,CL0123,CL0020,1.1632533853034815e-37,True,True,PCI,PSD13_N
PF00753,PF16661,18,64,74,76215,0.062,0.15,289.668,8.178,2.1598023339100627e-40,False,True,CL0381,CL0381,2.7664473210996912e-40,True,False,Lactamase_B,Lactamase_B_6
PF00168,PF00656,6,76,21,76215,0.021,0.0659,286.523,8.163,4.30768698761143e-14,False,False,CL0154,CL0093,4.476210088705357e-14,True,True,C2,Peptidase_C14
PF12946,PF12947,11,39,76,76215,0.039,0.1058,282.849,8.144,7.442853134364153e-25,False,True,CL0001,CL0001,8.365612208928975e-25,True,False,EGF_MSP1_1,EGF_3
PF08321,PF13181,14,22,172,76215,0.05,0.0778,281.979,8.139,1.6271480375982955e-32,False,True,CL0020,CL0020,1.93215853248927e-32,True,False,PPP5,TPR_8
PF00240,PF09280,21,274,21,76215,0.075,0.0766,278.157,8.12,2.1361389829229495e-52,False,False,CL0072,,3.0889344987061563e-52,True,True,ubiquitin,XPC-binding
PF14492,PF22042,25,98,70,76215,0.09,0.1748,277.751,8.118,1.1659447238128626e-55,False,False,CL0437,CL0866,1.7512304681078112e-55,True,True,EFG_III,EF-G_D2
PF00850,PF03770,19,83,63,76215,0.069,0.1496,276.933,8.113,3.214987064417326e-42,False,False,CL0302,CL0016,4.185288405440956e-42,True,True,Hist_deacetyl,IPK
PF03144,PF22594,30,165,51,76215,0.11,0.1613,271.711,8.086,7.73990534944568e-68,False,False,CL0866,CL0740,1.470290677422931e-67,True,True,GTP_EFTU_D2,GTP-eEF1A_C
PF06421,PF14492,8,23,98,76215,0.03,0.0708,270.506,8.08,2.6909195044246324e-18,False,False,,CL0437,2.867031759112522e-18,True,True,LepA_C,EFG_III
PF00240,PF01020,18,274,19,76215,0.068,0.0655,263.517,8.042,1.079397106287318e-43,False,False,CL0072,CL0167,1.4173523147606239e-43,True,True,ubiquitin,Ribosomal_L40e
PF07728,PF17852,21,62,98,76215,0.08,0.1511,263.416,8.041,3.457281541292486e-46,False,False,CL0023,,4.652732669792732e-46,True,True,AAA_5,Dynein_AAA_lid
PF00112,PF08246,71,293,72,76215,0.277,0.2415,256.507,8.003,2.357960309691888e-174,False,False,CL0125,,2.568310725808287e-173,True,True,Peptidase_C1,Inhibitor_I29
PF00112,PF08773,62,293,63,76215,0.242,0.2109,255.991,8.0,1.1104385952175398e-151,False,False,CL0125,CL0116,9.606880189482031e-151,True,True,Peptidase_C1,CathepsinC_exc
PF00443,PF02148,44,188,70,76215,0.173,0.2056,254.822,7.993,8.114504221682311e-99,False,False,CL0125,CL0229,4.164528607331193e-98,True,True,UCH,zf-UBP
PF00183,PF02518,21,90,70,76215,0.083,0.1511,254.05,7.989,9.64993344311648e-46,False,False,,CL0025,1.2963619550025154e-45,True,True,HSP90,HATPase_c
PF00557,PF15801,22,154,43,76215,0.087,0.1257,253.206,7.984,1.108467914625785e-48,False,False,,CL0175,1.5312230134520423e-48,True,True,Peptidase_M24,zf-C6H2
PF03815,PF13385,22,109,62,76215,0.089,0.1477,248.11,7.955,8.884396466425179e-48,False,False,CL0513,CL0004,1.2139870261884225e-47,True,True,LCCL,Laminin_G_3
PF13181,PF14559,5,172,9,76215,0.02,0.0284,246.172,7.944,6.9058917861817415e-12,False,True,CL0020,CL0020,7.07410024646763e-12,True,False,TPR_8,TPR_19
PF00355,PF07992,22,44,156,76215,0.09,0.1236,244.279,7.932,3.001181444532305e-48,False,False,CL0516,CL0063,4.1157506404183966e-48,True,True,Rieske,Pyr_redox_2
PF00690,PF08282,14,43,102,76215,0.058,0.1069,243.276,7.926,1.7668100472030867e-30,False,False,,CL0137,2.0768248536222618e-30,True,True,Cation_ATPase_N,Hydrolase_3
PF13181,PF13414,23,172,42,76215,0.095,0.1204,242.656,7.923,1.2520589615725716e-50,False,True,CL0020,CL0020,1.779922317202698e-50,True,False,TPR_8,TPR_11
PF12796,PF13637,51,315,51,76215,0.211,0.1619,241.952,7.919,3.7748878410102514e-124,False,True,CL0465,CL0465,2.2860720765158082e-123,True,False,Ank_2,Ank_4
PF00557,PF08512,22,154,45,76215,0.091,0.1243,241.952,7.919,4.32311669372654e-48,False,False,,CL0266,5.923256718825323e-48,True,True,Peptidase_M24,Rttp106-like_middle
PF10258,PF12796,22,22,315,76215,0.091,0.0698,241.952,7.919,1.711088047061549e-53,False,False,,CL0465,2.5175775541799666e-53,True,True,PHAX_RNA-bd,Ank_2
PF15445,PF18562,130,249,165,76215,0.539,0.4577,241.157,7.914,4.302815458041849e-306,False,False,,,1.3028925206950718e-304,True,True,ATS,CIDR1_gamma
PF05424,PF15447,185,317,185,76215,0.769,0.5836,240.426,7.909,0.0,False,False,CL0195,,0.0,True,True,Duffy_binding,NTS
PF05424,PF21807,53,317,53,76215,0.22,0.1672,240.426,7.909,6.518634198017547e-129,False,False,CL0195,,4.290961815564594e-128,True,True,Duffy_binding,PfEMP1_CIDRalpha1_dom
PF05424,PF12377,12,317,12,76215,0.05,0.0379,240.426,7.909,2.1730374794508155e-29,False,False,CL0195,,2.528807643265592e-29,True,True,Duffy_binding,DuffyBP_N
PF00849,PF01479,30,116,82,76215,0.125,0.1786,240.375,7.909,1.0223246294391374e-64,False,False,CL0649,CL0492,1.78729733137512e-64,True,True,PseudoU_synth_2,S4
PF05424,PF22672,223,317,225,76215,0.936,0.6991,238.289,7.897,0.0,False,True,CL0195,CL0195,0.0,True,False,Duffy_binding,DBL_C
PF03011,PF05424,209,211,317,76215,0.878,0.6552,238.147,7.896,0.0,False,True,CL0195,CL0195,0.0,True,False,PFEMP,Duffy_binding
PF05424,PF18562,163,317,165,76215,0.686,0.511,237.512,7.892,0.0,False,False,CL0195,,0.0,True,True,Duffy_binding,CIDR1_gamma
PF00467,PF01159,6,88,22,76215,0.025,0.0577,236.204,7.884,1.4639381318827917e-13,False,False,CL0010,,1.5170447170914075e-13,True,True,KOW,Ribosomal_L6e
PF00676,PF02779,23,67,111,76215,0.098,0.1484,235.706,7.881,2.4896400129411124e-49,False,True,CL0254,CL0254,3.461262607523273e-49,True,False,E1_dh,Transket_pyr
PF00149,PF16891,22,324,22,76215,0.094,0.0679,235.231,7.878,3.248592728765701e-53,False,False,CL0163,,4.761248200727271e-53,True,True,Metallophos,STPPase_N
PF00149,PF08321,22,324,22,76215,0.094,0.0679,235.231,7.878,3.248592728765701e-53,False,False,CL0163,CL0020,4.761248200727271e-53,True,True,Metallophos,PPP5
PF00149,PF07646,5,324,5,76215,0.021,0.0154,235.231,7.878,1.3462109819236277e-12,False,False,CL0163,CL0186,1.3846218930926443e-12,True,True,Metallophos,Kelch_2
PF15445,PF22672,172,249,225,76215,0.735,0.5695,233.984,7.87,0.0,False,False,,CL0195,0.0,True,True,ATS,DBL_C
PF00258,PF04055,22,65,111,76215,0.095,0.1429,232.395,7.86,4.881005767231861e-47,False,False,CL0042,CL0036,6.633611069649046e-47,True,True,Flavodoxin_1,Radical_SAM
PF00085,PF24541,21,329,21,76215,0.091,0.0638,231.657,7.856,1.138434181408159e-50,False,True,CL0172,CL0172,1.6199148032443164e-50,True,False,Thioredoxin,Thioredox_PDIA6_C
PF00227,PF10584,148,333,148,76215,0.647,0.4444,228.874,7.838,0.0,False,True,CL0052,CL0052,0.0,True,False,Proteasome,Proteasome_A_N
PF16450,PF17862,110,110,333,76215,0.481,0.3303,228.874,7.838,4.229567823753154e-269,False,False,CL0021,CL0671,9.557560724122799e-268,True,True,Prot_ATP_ID_OB_C,AAA_lid_3
PF01434,PF17862,68,68,333,76215,0.297,0.2042,228.874,7.838,2.3203491241177126e-164,False,False,CL0126,CL0671,2.4566493523875642e-163,True,True,Peptidase_M41,AAA_lid_3
PF06480,PF17862,23,23,333,76215,0.1,0.0691,228.874,7.838,2.47215762111182e-55,False,False,,CL0671,3.7021232822584524e-55,True,True,FtsH_ext,AAA_lid_3
PF17862,PF21236,23,333,23,76215,0.1,0.0691,228.874,7.838,2.47215762111182e-55,False,False,CL0671,CL0021,3.7021232822584524e-55,True,True,AAA_lid_3,OB_PRS7
PF02359,PF17862,22,22,333,76215,0.096,0.0661,228.874,7.838,6.056627190526456e-53,False,False,CL0199,CL0671,8.808581716097075e-53,True,True,CDC48_N,AAA_lid_3
PF02933,PF17862,22,22,333,76215,0.096,0.0661,228.874,7.838,6.056627190526456e-53,False,False,CL0402,CL0671,8.808581716097075e-53,True,True,CDC48_2,AAA_lid_3
PF04212,PF17862,22,22,333,76215,0.096,0.0661,228.874,7.838,6.056627190526456e-53,False,False,CL0745,CL0671,8.808581716097075e-53,True,True,MIT,AAA_lid_3
PF09336,PF17862,22,22,333,76215,0.096,0.0661,228.874,7.838,6.056627190526456e-53,False,True,CL0671,CL0671,8.808581716097075e-53,True,False,Vps4_C,AAA_lid_3
PF03011,PF15445,157,211,249,76215,0.689,0.5182,227.75,7.831,0.0,False,False,CL0195,,0.0,True,True,PFEMP,ATS
PF00689,PF08282,14,46,102,76215,0.062,0.1045,227.41,7.829,5.3898238058751996e-30,False,False,,CL0137,6.3013075228533224e-30,True,True,Cation_ATPase_C,Hydrolase_3
PF13181,PF17830,21,172,41,76215,0.093,0.1094,226.959,7.826,1.9288381004555174e-45,False,False,CL0020,,2.586590685641854e-45,True,True,TPR_8,STI1-HOP_DP
PF15445,PF15447,137,249,185,76215,0.604,0.4613,226.668,7.824,6.6134684e-317,False,False,,,2.08599815e-315,True,True,ATS,NTS
PF00467,PF10357,6,88,23,76215,0.027,0.0571,225.934,7.82,1.9787957260650172e-13,False,False,CL0010,CL0123,2.0463775473104072e-13,True,True,KOW,WH_KIN17
PF00467,PF25095,6,88,23,76215,0.027,0.0571,225.934,7.82,1.9787957260650172e-13,False,False,CL0010,CL0361,2.0463775473104072e-13,True,True,KOW,C2H2-zf_KIN17
PF15445,PF21807,39,249,53,76215,0.173,0.1483,225.232,7.815,1.1383462086175333e-86,False,False,,,3.474709999691422e-86,True,True,ATS,PfEMP1_CIDRalpha1_dom
PF00005,PF12848,23,340,23,76215,0.103,0.0676,224.162,7.808,4.054955174027517e-55,False,True,CL0023,CL0023,6.0604167161674836e-55,True,False,ABC_tran,ABC_tran_Xtn
PF00005,PF00037,22,340,22,76215,0.098,0.0647,224.162,7.808,9.715698099832655e-53,False,False,CL0023,CL0344,1.408962348960406e-52,True,True,ABC_tran,Fer4
PF00005,PF01061,22,340,22,76215,0.098,0.0647,224.162,7.808,9.715698099832655e-53,False,False,CL0023,CL0181,1.408962348960406e-52,True,True,ABC_tran,ABC2_membrane
PF12799,PF13516,15,151,34,76215,0.067,0.0882,222.677,7.799,2.496006394559106e-32,False,True,CL0022,CL0022,2.956927763194434e-32,True,False,LRR_4,LRR_6
PF00005,PF00664,184,340,188,76215,0.839,0.5349,219.392,7.777,0.0,False,False,CL0023,CL0241,0.0,True,True,ABC_tran,ABC_membrane
PF00749,PF21972,5,65,27,76215,0.023,0.0575,217.137,7.762,3.067432324653865e-11,False,False,CL0039,CL0497,3.1336656811916e-11,True,True,tRNA-synt_1c,Arc1p_N_like
PF00085,PF13848,55,329,59,76215,0.255,0.1652,215.951,7.755,3.277341796832949e-127,False,True,CL0172,CL0172,2.0761068955669808e-126,True,False,Thioredoxin,Thioredoxin_6
PF00122,PF13246,60,158,136,76215,0.282,0.2564,212.812,7.733,5.095363965096884e-128,False,False,,CL0137,3.2967440355370434e-127,True,True,E1-E2_ATPase,Cation_ATPase
PF07728,PF08385,9,62,52,76215,0.042,0.0857,212.759,7.733,3.0398888384049017e-19,False,False,CL0023,,3.2664242025159834e-19,True,True,AAA_5,DHC_N1
PF00071,PF08477,22,306,26,76215,0.104,0.071,210.75,7.719,1.302940640951518e-49,False,True,CL0023,CL0023,1.814767369273779e-49,True,False,Ras,Roc
PF00023,PF12796,20,23,315,76215,0.095,0.0629,210.393,7.717,2.0061149903230182e-45,False,True,CL0465,CL0465,2.6878390224327873e-45,True,False,Ank,Ank_2
PF00240,PF01599,17,274,23,76215,0.083,0.0607,205.594,7.684,1.6734096902437458e-37,False,False,CL0072,CL0167,2.0698874763309076e-37,True,True,ubiquitin,Ribosomal_S27
PF00240,PF23195,28,274,38,76215,0.137,0.0986,204.958,7.679,4.007210054673459e-61,False,False,CL0072,,6.565926431575342e-61,True,True,ubiquitin,UBQLN1
PF00211,PF16209,17,75,85,76215,0.084,0.1189,203.24,7.667,3.255058681199365e-35,False,False,CL0276,,3.9551836623883133e-35,True,True,Guanylate_cyc,PhoLip_ATPase_N
PF03144,PF14492,43,165,98,76215,0.212,0.1955,202.674,7.663,7.401036008218179e-90,False,False,CL0866,CL0437,3.4477441589053305e-89,True,True,GTP_EFTU_D2,EFG_III
PF00063,PF00612,31,136,86,76215,0.153,0.1623,202.006,7.658,3.330074458728547e-64,False,False,CL0023,CL0220,5.7685729182094055e-64,True,True,Myosin_head,IQ
PF14580,PF23602,6,105,22,76215,0.03,0.0496,197.961,7.629,4.3340886460140465e-13,False,False,CL0022,CL0190,4.466855146402496e-13,True,True,LRR_9,CS_DNAAF11_C
PF00176,PF07529,13,240,21,76215,0.066,0.0524,196.586,7.619,4.284716198674375e-28,False,False,CL0023,,4.929377146499243e-28,True,True,SNF2-rel_dom,HSA
PF07719,PF13181,10,23,172,76215,0.052,0.0541,192.657,7.59,2.9301581287645637e-21,False,True,CL0020,CL0020,3.1938512649024834e-21,True,False,TPR_2,TPR_8
PF00149,PF04152,18,324,22,76215,0.094,0.0549,192.462,7.588,9.176300411080243e-40,False,False,CL0163,,1.171409681481913e-39,True,True,Metallophos,Mre11_DNA_bind
PF02475,PF17785,8,53,61,76215,0.042,0.0755,188.593,7.559,8.99335599447752e-17,False,False,CL0063,CL0178,9.508338670138942e-17,True,True,TRM5-TYW2_MTfase,PUA_3
PF00679,PF03144,73,179,165,76215,0.388,0.2694,188.376,7.557,3.537713887652562e-152,False,False,CL0437,CL0866,3.078217716037919e-151,True,True,EFG_C,GTP_EFTU_D2
PF05424,PF12361,9,317,12,76215,0.05,0.0281,180.319,7.494,7.23239287338452e-20,False,False,CL0195,,7.799033340672481e-20,True,True,Duffy_binding,DBP
PF05424,PF15445,184,317,249,76215,1.036,0.4817,177.664,7.473,0.0,False,False,CL0195,,0.0,True,True,Duffy_binding,ATS
PF00490,PF05193,5,20,108,76215,0.028,0.0407,176.424,7.463,7.930388035544115e-11,False,False,CL0036,CL0094,8.085257566204573e-11,True,True,ALAD,Peptidase_M16_C
PF01926,PF14714,44,442,44,76215,0.255,0.0995,172.432,7.43,4.291363814829944e-100,False,False,CL0023,,2.232688940086782e-99,True,True,MMR_HSR1,KH_dom-like
PF01926,PF06071,22,442,22,76215,0.128,0.0498,172.432,7.43,3.6725788027294957e-50,False,False,CL0023,CL0072,5.153182861290507e-50,True,True,MMR_HSR1,YchF-GTPase_C
PF01926,PF13167,22,442,22,76215,0.128,0.0498,172.432,7.43,3.6725788027294957e-50,False,False,CL0023,,5.153182861290507e-50,True,True,MMR_HSR1,GTP-bdg_N
PF01926,PF08153,22,442,22,76215,0.128,0.0498,172.432,7.43,3.6725788027294957e-50,False,False,CL0023,,5.153182861290507e-50,True,True,MMR_HSR1,NGP1NT
PF01926,PF09269,22,442,22,76215,0.128,0.0498,172.432,7.43,3.6725788027294957e-50,False,False,CL0023,,5.153182861290507e-50,True,True,MMR_HSR1,DUF1967
PF01926,PF21516,21,442,21,76215,0.122,0.0475,172.432,7.43,6.64675699038411e-48,False,False,CL0023,,9.090505947101664e-48,True,True,MMR_HSR1,YqeH-like_C
PF01926,PF12631,18,442,18,76215,0.104,0.0407,172.432,7.43,3.884969784181089e-41,False,False,CL0023,,5.040140748286349e-41,True,True,MMR_HSR1,MnmE_helical
PF00928,PF01217,34,104,146,76215,0.199,0.1574,170.661,7.415,1.6186769241948745e-67,False,False,CL0448,CL0431,3.033015919840396e-67,True,True,Adap_comp_sub,Clat_adaptor_s
PF00009,PF03764,90,449,90,76215,0.53,0.2004,169.744,7.407,1.516848251788006e-205,False,False,CL0023,CL0329,1.913756877672534e-204,True,True,GTP_EFTU,EFG_IV
PF00009,PF03143,37,449,37,76215,0.218,0.0824,169.744,7.407,6.902786841227946e-84,False,False,CL0023,CL0740,2.002072658547722e-83,True,True,GTP_EFTU,GTP_EFTU_D3
PF00009,PF21018,22,449,22,76215,0.13,0.049,169.744,7.407,5.233080222387622e-50,False,False,CL0023,,7.30893307813179e-50,True,True,GTP_EFTU,BipA_C
PF00009,PF09173,22,449,22,76215,0.13,0.049,169.744,7.407,5.233080222387622e-50,False,False,CL0023,CL0740,7.30893307813179e-50,True,True,GTP_EFTU,eIF2_C
PF00009,PF16004,15,449,15,76215,0.088,0.0334,169.744,7.407,2.8249732602355913e-34,False,False,CL0023,,3.4134154157994297e-34,True,True,GTP_EFTU,EFTUD2
PF00847,PF14733,182,393,208,76215,1.073,0.4344,169.69,7.407,0.0,False,False,CL0081,,0.0,True,True,AP2,ACDC
PF00240,PF00627,45,274,74,76215,0.266,0.1485,169.149,7.402,6.440630315503559e-92,False,False,CL0072,CL0214,3.176258728883514e-91,True,True,ubiquitin,UBA
PF10516,PF13181,8,21,172,76215,0.047,0.0432,168.804,7.399,1.132523974310947e-16,False,True,CL0020,CL0020,1.1948719840465322e-16,True,False,SHNi-TPR,TPR_8
PF00009,PF03144,164,449,165,76215,0.972,0.3644,168.715,7.398,0.0,False,False,CL0023,CL0866,0.0,True,True,GTP_EFTU,GTP_EFTU_D2
PF01926,PF16897,45,442,46,76215,0.267,0.1016,168.684,7.398,1.026187146676304e-100,False,False,CL0023,,5.375942353176208e-100,True,True,MMR_HSR1,MMR_HSR1_Xtn
PF03144,PF21018,8,165,22,76215,0.048,0.0447,167.967,7.392,1.2663693232806272e-16,False,False,CL0866,,1.334226273797404e-16,True,True,GTP_EFTU_D2,BipA_C
PF00009,PF11987,79,449,80,76215,0.471,0.1756,167.622,7.389,3.9271510422501364e-178,False,False,CL0023,,4.404227168864227e-177,True,True,GTP_EFTU,IF-2
PF00009,PF22042,69,449,70,76215,0.412,0.1533,167.319,7.386,4.039012080344378e-155,False,False,CL0023,CL0866,3.706099569479629e-154,True,True,GTP_EFTU,EF-G_D2
